,Fairness Metric,Fairness Metric,Fairness Metric,Compatibility,Compatibility,Compatibility,Allocation,Allocation,Allocation,Allocation,Results,Results,nDCG,Exposure,Exposure,Exposure
163,0.6233333333333334,1.0,1.0,0.0,0.3533593350214213,0.06952964699480782,0.0,0.0,0.0,0,"[('426', 3.360033521111848), ('4968', 3.3190708603656303), ('1103', 3.309143222479553), ('709', 3.300938428616247), ('177', 3.296293158649759), ('4667', 3.281408586423981), ('1364', 3.2762210291920884), ('1952', 3.2741225735119848), ('2463', 3.2727883781386935), ('2314', 3.264843008038058), ('71', 3.2640183487082197), ('439', 3.262464041506315), ('4884', 3.26074685670631), ('4800', 3.254414778521246), ('1104', 3.252934173685008), ('2282', 3.2506697807397975), ('2685', 3.2475186585914027), ('1176', 3.245109740495568), ('994', 3.244765965573068), ('2912', 3.244765418081226), ('3495', 3.240075883933), ('1181', 3.2398608626813514), ('1718', 3.238909865407339), ('2265', 3.2379222730278316), ('1571', 3.2277671962824193), ('773', 3.220460094120114), ('3049', 3.220247857850194), ('1556', 3.2198036362328253), ('4614', 3.219555578047697), ('4825', 3.218865979456205), ('518', 3.218531010246252), ('1347', 3.214342918058554), ('190', 3.2130340235944117), ('976', 3.2126252910502844), ('2147', 3.211794561763787), ('2023', 3.2103945498757147), ('616', 3.208238772492497), ('2379', 3.2077054638715046), ('63', 3.2073093855999617), ('2851', 3.2063777588773346), ('942', 3.205339414980585), ('2620', 3.2050807392555396), ('2362', 3.2048788436661857), ('3356', 3.2042109021070413), ('2529', 3.2034941854077053), ('283', 3.2034722238248876), ('423', 3.199645975541406), ('1091', 3.1981255387336502), ('914', 3.1974028779808665), ('2071', 3.197185092069474)]","[('426', 49.0), ('4968', 48.0), ('1103', 47.0), ('709', 46.0), ('177', 45.0), ('4667', 44.0), ('1364', 43.0), ('1952', 42.0), ('2463', 41.0), ('2314', 40.0)]",1.0,0.0,0.2,0.0
164,0.61,1.0,1.0,0.21084230031853216,0.21084230031853216,0.1222915970693747,1.0,0.0,0.0,0,"[('2363', 3.3174597213830785), ('1081', 3.231681634738632), ('2499', 3.218816803662915), ('2140', 3.2085307296173253), ('1558', 3.2082233203086066), ('2147', 3.1956755288693692), ('4993', 3.189639480758559), ('1955', 3.1860874532818952), ('3253', 3.1857642216143205), ('1381', 3.1854995706667664), ('869', 3.18431716291105), ('2449', 3.18080967526105), ('647', 3.1797663790212884), ('2172', 3.17589357471277), ('4241', 3.1738349923204097), ('4640', 3.171687617298973), ('2096', 3.1705850951966505), ('1722', 3.1641533503305608), ('1591', 3.1626567509946257), ('2799', 3.1621484036937897), ('3019', 3.1619717999171923), ('2125', 3.161880651664391), ('1175', 3.1604737379047054), ('2667', 3.1594362586139395), ('2230', 3.1545042957993994), ('1402', 3.1502930292726647), ('2484', 3.14576345715586), ('1837', 3.1457401674510996), ('1365', 3.1446702744961432), ('4798', 3.1438675044804634), ('904', 3.1431343645000056), ('677', 3.140163205151238), ('829', 3.138782740277903), ('1883', 3.1379095791613785), ('697', 3.1375260346448566), ('4756', 3.1373985653816785), ('62', 3.136445822194803), ('818', 3.134575786796617), ('3310', 3.1338520862990484), ('654', 3.1336419074949293), ('2167', 3.1329889758033764), ('4835', 3.1317455147305795), ('3708', 3.1296561092236614), ('3948', 3.1282229335639675), ('195', 3.1279844789862272), ('2022', 3.1246362454424985), ('272', 3.1204572364832854), ('1822', 3.1196600557071696), ('3182', 3.11937366953404), ('1540', 3.1166267664272524)]","[('4993', 45.77777777777778), ('904', 35.111111111111114), ('2363', 34.55555555555556), ('1081', 34.111111111111114), ('2499', 33.666666666666664), ('2140', 33.22222222222222), ('1558', 32.77777777777778), ('2147', 32.333333333333336), ('1955', 31.444444444444443), ('3253', 31.0)]",0.981919928023685,0.2,0.2,0.0
165,0.6066666666666667,1.0,1.0,0.0,0.15045116018085175,0.048487406924472225,0.0,0.0,0.0,0,"[('1061', 3.317871919656325), ('728', 3.257273086765362), ('4868', 3.256809275748834), ('825', 3.2509137354327224), ('203', 3.249313443830369), ('2310', 3.2475971825479992), ('2909', 3.234180309728011), ('2448', 3.2265498970914126), ('4970', 3.2208191506932007), ('1439', 3.219274547963545), ('2142', 3.2167521675366544), ('1364', 3.2096235432728166), ('465', 3.206725358415983), ('941', 3.1979282607759374), ('1000', 3.193173022667929), ('1721', 3.1923028082580505), ('840', 3.190403704526508), ('4569', 3.1891876876958887), ('136', 3.1875759044803584), ('269', 3.183315870922511), ('156', 3.1801824224688637), ('2098', 3.178289284428229), ('2499', 3.174788600034242), ('997', 3.170854059976638), ('47', 3.1695678997399988), ('811', 3.167265692047803), ('146', 3.1665577258744575), ('4202', 3.1647641258841794), ('632', 3.1647171496265205), ('475', 3.163267406311686), ('2197', 3.162225750158208), ('2439', 3.1598530579345883), ('589', 3.1584904189073484), ('2776', 3.155243456446337), ('729', 3.154521461048194), ('4028', 3.1518463958282124), ('2455', 3.151576831113782), ('3002', 3.150697309454321), ('2652', 3.1494876787907318), ('1501', 3.147943478613661), ('1598', 3.1470615191946876), ('4186', 3.1469085968193937), ('3402', 3.1460928762889373), ('4006', 3.146019376999223), ('4696', 3.145063192309502), ('1048', 3.1434050278244325), ('295', 3.1417842745107945), ('1722', 3.140597336720061), ('682', 3.1323056261461804), ('4742', 3.131395291518138)]","[('1061', 49.0), ('728', 48.0), ('4868', 47.0), ('825', 46.0), ('203', 45.0), ('2310', 44.0), ('2909', 43.0), ('2448', 42.0), ('4970', 41.0), ('1439', 40.0)]",1.0,0.0,0.1,0.0
166,0.6,0.99,1.0,0.08574268253550253,0.11268514383882693,0.05622035839027107,1.0,0.0,0.0,0,"[('1859', 3.595756181469703), ('2389', 3.4275945421443503), ('2385', 3.420662539046244), ('4636', 3.3141410512924754), ('562', 3.29932910048104), ('1599', 3.270020244289636), ('1640', 3.2688087824882675), ('437', 3.265534648527975), ('1396', 3.249995643523142), ('379', 3.244183290382996), ('189', 3.240089767510193), ('1114', 3.2377770037005984), ('3383', 3.2376485517644418), ('779', 3.2366407850055476), ('3135', 3.236029243421708), ('4600', 3.2311707724124297), ('4924', 3.2306360464006616), ('2394', 3.23009204340261), ('3829', 3.2285796215164866), ('1995', 3.228570850773353), ('4804', 3.2285062732303786), ('2281', 3.2249555319903602), ('2477', 3.2238611199164913), ('1764', 3.2236884840966678), ('286', 3.222572966007773), ('3294', 3.2196939952939276), ('731', 3.217019201619009), ('1922', 3.216678014413239), ('479', 3.2151461280505433), ('2797', 3.213974766674757), ('3046', 3.2126178489960275), ('2584', 3.2117312549403434), ('2049', 3.21100895781911), ('2286', 3.210228181431014), ('1271', 3.2101763173253945), ('314', 3.209068421164389), ('217', 3.208717415795664), ('2778', 3.2083830012252923), ('2625', 3.2080299991260075), ('416', 3.207420366349747), ('1267', 3.2056429040132515), ('2816', 3.205265984716681), ('2397', 3.2043246539134946), ('1140', 3.202672708493115), ('5', 3.2010762390666536), ('3130', 3.2007046826260406), ('2589', 3.200267026918266), ('175', 3.1998941786191004), ('2758', 3.199850245472709), ('981', 3.1973418837988516)]","[('379', 44.72222222222222), ('1859', 34.833333333333336), ('2389', 34.388888888888886), ('2385', 33.94444444444444), ('4636', 33.5), ('562', 33.05555555555556), ('1599', 32.611111111111114), ('1640', 32.166666666666664), ('437', 31.72222222222222), ('1396', 31.27777777777778)]",0.9707443807309423,0.1,0.0,0.0
167,0.5933333333333334,0.98,1.0,0.0922772477445739,0.0,0.1608230208224694,1.0,0.0,0.0,0,"[('348', 3.403654721991718), ('264', 3.313074826668957), ('1276', 3.304803929692888), ('3221', 3.3009779887204735), ('198', 3.2491249714267094), ('1484', 3.237347475721671), ('1690', 3.23494440971173), ('350', 3.2318697789438797), ('982', 3.2236719958267175), ('2207', 3.220410430584933), ('1614', 3.2129878689218514), ('1134', 3.2106995689629523), ('2929', 3.194209173657445), ('47', 3.194043288726903), ('571', 3.1923497963980125), ('4514', 3.184799333518666), ('437', 3.1843888034116543), ('4580', 3.1824600097226132), ('1356', 3.18050925228154), ('864', 3.1769739314847607), ('2758', 3.176478208399491), ('189', 3.174393774538664), ('3136', 3.172832950852737), ('3274', 3.1727161151686216), ('4572', 3.1725450820467813), ('2398', 3.168123709672409), ('648', 3.1679733613311654), ('1920', 3.1654228623690392), ('1194', 3.164250853138367), ('1554', 3.1641570080562382), ('2512', 3.1590028437191155), ('2617', 3.1585648469280647), ('1555', 3.158286040582512), ('2281', 3.157219516117762), ('2306', 3.156800004090948), ('658', 3.1554104460137578), ('2506', 3.1545715988867977), ('1501', 3.153412321903209), ('595', 3.1531981520391454), ('912', 3.150172713071232), ('1752', 3.149830881627673), ('2209', 3.146258122986777), ('3319', 3.1460779349202257), ('1475', 3.1454589737911123), ('988', 3.14378617571614), ('698', 3.141952416477188), ('1309', 3.1411475091128715), ('2068', 3.139601864018058), ('1813', 3.1382040051732423), ('909', 3.1363088977335143)]","[('348', 48.166666666666664), ('1554', 35.27777777777778), ('2512', 34.833333333333336), ('1555', 33.94444444444444), ('264', 33.833333333333336), ('1276', 33.388888888888886), ('3221', 32.94444444444444), ('198', 32.5), ('1484', 32.05555555555556), ('1690', 31.61111111111111)]",0.9769452213863988,0.4,0.1,0.0
168,0.5966666666666667,0.98,0.96,0.11467550533614675,0.19823496409776625,0.11467550533614675,0.0,0.0,1.0,0,"[('2171', 3.467093739885009), ('1418', 3.402787644395327), ('2182', 3.295078634595705), ('1925', 3.2901799474637397), ('1364', 3.2523109820610694), ('4735', 3.241272704293045), ('1518', 3.2391759663594133), ('4684', 3.232696691167408), ('4805', 3.229730801488137), ('4731', 3.224587501414637), ('282', 3.223828853732877), ('4569', 3.221772033092232), ('1466', 3.2068464837436332), ('3913', 3.2045797518344212), ('2970', 3.2022327874773797), ('1072', 3.2020553384759456), ('3680', 3.199198760953148), ('2463', 3.195113611355355), ('1714', 3.190385006410087), ('4822', 3.187568073667345), ('1861', 3.182883958456651), ('3822', 3.180975827693168), ('682', 3.1805069533409442), ('883', 3.179060436899335), ('458', 3.176180034595541), ('490', 3.176089450844851), ('3011', 3.173842524665486), ('1673', 3.1735787360434746), ('2062', 3.1723946761849864), ('3059', 3.170187565287761), ('528', 3.169235681759388), ('4619', 3.167344705061204), ('699', 3.16500145455212), ('4681', 3.163156588080337), ('49', 3.1599592416488593), ('783', 3.159055740590565), ('1520', 3.158059328243729), ('2975', 3.1562006464419348), ('461', 3.1559857010194023), ('4945', 3.1548804222489952), ('1768', 3.1537823133293057), ('1288', 3.152335881452107), ('673', 3.150673463906197), ('2349', 3.149949694816972), ('1455', 3.14901062026918), ('970', 3.14816305926145), ('2272', 3.147886867178166), ('170', 3.1475370251053003), ('1550', 3.143774900470493), ('2554', 3.1398209213388895)]","[('528', 35.666666666666664), ('2171', 35.111111111111114), ('1418', 34.666666666666664), ('2182', 34.22222222222222), ('1925', 33.77777777777778), ('1364', 33.333333333333336), ('4735', 32.888888888888886), ('1518', 32.44444444444444), ('4684', 32.0), ('4805', 31.555555555555557)]",0.9705714382392736,0.1,0.2,0.1
169,0.5966666666666667,0.98,0.96,0.0,0.3912435636292556,0.11467550533614675,0.0,0.0,1.0,0,"[('927', 3.3396983142154935), ('1413', 3.2711892349712994), ('499', 3.2225972264077596), ('1540', 3.2165571704467966), ('2327', 3.2072061230243083), ('2872', 3.199425195340178), ('4928', 3.1969533263416516), ('178', 3.1961275258892954), ('4868', 3.196017716893886), ('1962', 3.1905377400190744), ('3738', 3.190178258570314), ('547', 3.1865672417913107), ('4514', 3.1822621255342276), ('581', 3.179788301454326), ('764', 3.178487701926381), ('1396', 3.175729764967035), ('1346', 3.175389242795259), ('4911', 3.171980454567466), ('955', 3.171142758467454), ('200', 3.1708965767862747), ('1011', 3.164126514475001), ('432', 3.162948921522958), ('1103', 3.1601793119752286), ('3021', 3.1600099043682492), ('475', 3.1591897158760722), ('21', 3.1588275524190337), ('1912', 3.157329443398139), ('1544', 3.15118268899881), ('1404', 3.1506261402761275), ('29', 3.1499606173438015), ('2873', 3.1475704137264957), ('760', 3.1467973419243367), ('2118', 3.1453177204377614), ('1281', 3.1451174339712877), ('1573', 3.1424311428202754), ('425', 3.1423735629759086), ('1597', 3.1421082387333383), ('1622', 3.14199684335765), ('4661', 3.140702112499116), ('478', 3.139290767942048), ('834', 3.1387989153153635), ('536', 3.132874980949822), ('1014', 3.1327262985118756), ('1142', 3.1324637386615746), ('78', 3.132242359702341), ('269', 3.1294524335147442), ('614', 3.1276528084206063), ('259', 3.127511153997174), ('2711', 3.1252759486353803), ('1324', 3.124677529869875)]","[('927', 35.111111111111114), ('1413', 34.666666666666664), ('499', 34.22222222222222), ('1540', 33.77777777777778), ('2327', 33.333333333333336), ('2872', 32.888888888888886), ('4928', 32.44444444444444), ('178', 32.0), ('4868', 31.555555555555557), ('1962', 31.11111111111111)]",1.0,0.1,0.0,0.0
170,0.59,0.97,0.96,0.1112410494829923,0.1112410494829923,0.0,1.0,0.0,0.0,0,"[('2464', 3.283637247438788), ('4833', 3.226775210725614), ('2871', 3.2145269461137853), ('1687', 3.186269962579032), ('3077', 3.1757053155156685), ('1513', 3.174953217595852), ('895', 3.172227866377543), ('1983', 3.16934473908301), ('323', 3.1630335547123627), ('2246', 3.1618867014065666), ('1308', 3.1494352863979698), ('1862', 3.148028287145296), ('3051', 3.1443254603095645), ('1252', 3.1417064604261826), ('1158', 3.14111691944448), ('213', 3.139906377093927), ('1147', 3.136528688780802), ('2816', 3.1359647344235797), ('255', 3.1335710898038904), ('1089', 3.131699985747866), ('4775', 3.1315965430894344), ('1333', 3.1296550871532927), ('3048', 3.129650698958152), ('352', 3.1249949803719934), ('3626', 3.1227038975960206), ('1211', 3.1217498292995867), ('4910', 3.1200683694946703), ('727', 3.1198513023836147), ('4214', 3.118365241043738), ('1639', 3.1173633726839256), ('3736', 3.1169885145400675), ('1768', 3.1168996382196217), ('1318', 3.1153104838707377), ('175', 3.115185950731791), ('1538', 3.1136141173781473), ('754', 3.111866557220066), ('3444', 3.111295341772283), ('4629', 3.1108501327680917), ('4602', 3.110396712466518), ('486', 3.1097628722231065), ('72', 3.1072962774403856), ('1624', 3.105863764583098), ('2897', 3.1041587021567354), ('2247', 3.1041172296342263), ('2049', 3.100669611878423), ('3376', 3.100527914022042), ('253', 3.0983905765524624), ('1421', 3.095295449443141), ('334', 3.094053795921262), ('14', 3.0939570966877477)]","[('2464', 48.166666666666664), ('2871', 47.27777777777778), ('255', 40.166666666666664), ('3626', 37.5), ('4833', 33.833333333333336), ('1687', 32.94444444444444), ('3077', 32.5), ('1513', 32.05555555555556), ('895', 31.61111111111111), ('1983', 31.166666666666668)]",0.9927486823383583,0.4,0.1,0.1
171,0.6,0.97,0.98,0.14333962815759985,0.2754973649580624,0.08191467409622558,0.0,1.0,0.0,0,"[('649', 3.4965475472588747), ('1035', 3.3725179792228137), ('1446', 3.325653482702138), ('2547', 3.302559603348739), ('985', 3.285030185867105), ('1707', 3.2640944137934813), ('2430', 3.2634416749005344), ('1024', 3.2630512450730054), ('1728', 3.2602545622734733), ('1081', 3.2562652270935772), ('4695', 3.2481284156776526), ('864', 3.247632793196377), ('380', 3.2451936922276814), ('67', 3.237844785823509), ('706', 3.2344896037102795), ('662', 3.2254926624475324), ('465', 3.22489520404795), ('4966', 3.2225756275898325), ('282', 3.218617909966723), ('539', 3.2174397570662046), ('3394', 3.2143901293903183), ('1015', 3.2102561170514834), ('4616', 3.2073339112178565), ('938', 3.2065031205517003), ('267', 3.205795559790561), ('568', 3.204094379950583), ('1438', 3.189329287066729), ('2513', 3.1888745560500267), ('2384', 3.1871592984331705), ('184', 3.1860601484476145), ('634', 3.184299248789871), ('2172', 3.1842471705496123), ('1949', 3.184054493785176), ('2411', 3.1839416982502122), ('599', 3.1800325356920265), ('78', 3.177726495143449), ('3447', 3.177300417901515), ('275', 3.1736695127348775), ('1573', 3.1736057844358903), ('1476', 3.173300179900335), ('1175', 3.173050956637594), ('3374', 3.172878671733216), ('474', 3.1682627690424545), ('4709', 3.1641298572015844), ('3445', 3.159688657567753), ('1603', 3.1552019190853455), ('672', 3.1537030931145624), ('2677', 3.15171609017479), ('2396', 3.1492526455040517), ('4767', 3.148958124358156)]","[('1081', 43.05555555555556), ('380', 41.72222222222222), ('465', 39.94444444444444), ('282', 39.05555555555556), ('4616', 37.27777777777778), ('2384', 34.611111111111114), ('649', 33.166666666666664), ('1035', 32.72222222222222), ('1446', 32.27777777777778), ('2547', 31.833333333333332)]",0.946802512310411,0.3,0.6,0.0
172,0.6033333333333334,0.995,0.94,0.0,0.10802319526362833,0.0,0.0,1.0,0.0,0,"[('649', 3.5448001335421555), ('114', 3.409911003892019), ('1925', 3.275940512728929), ('2385', 3.2592748798893503), ('1234', 3.228755639941449), ('2439', 3.215183057100398), ('1666', 3.2146558643305014), ('3011', 3.2131203952146974), ('1217', 3.2088334851940794), ('3926', 3.207989769568791), ('3719', 3.2004505352675845), ('3003', 3.1982147461553296), ('568', 3.197645143011671), ('942', 3.1838122355053264), ('4817', 3.180813691183203), ('2348', 3.178707058059637), ('4800', 3.178396522038058), ('2038', 3.1767651390679696), ('511', 3.176257550262986), ('703', 3.1761176020165918), ('984', 3.1725681973303734), ('4781', 3.172484191270444), ('3243', 3.1713938749580426), ('346', 3.1687867901188453), ('2751', 3.1659490678800313), ('360', 3.1627535448085817), ('2797', 3.1618903156556772), ('4969', 3.1604787204162506), ('1785', 3.1596751170973683), ('2446', 3.1578071473493976), ('1706', 3.155560164348776), ('3477', 3.155154486706256), ('2975', 3.154977061477768), ('3691', 3.1542220282665596), ('4844', 3.153485978451717), ('1229', 3.1527951761853155), ('1297', 3.151717144913862), ('1466', 3.14976409721842), ('166', 3.149344392510779), ('11', 3.1459081444741996), ('2980', 3.1437524907492507), ('1330', 3.1425189892230514), ('3140', 3.1409624522001995), ('3231', 3.1393398279950278), ('1031', 3.138015435791898), ('4703', 3.136343992067478), ('2979', 3.135922509652404), ('4547', 3.1349017793662606), ('2273', 3.132684024558713), ('1138', 3.1317469140387524)]","[('4969', 36.44444444444444), ('649', 34.55555555555556), ('114', 34.111111111111114), ('1925', 33.666666666666664), ('2385', 33.22222222222222), ('1234', 32.77777777777778), ('2439', 32.333333333333336), ('1666', 31.88888888888889), ('3011', 31.444444444444443), ('1217', 31.0)]",0.9653001690969972,0.1,0.1,0.0
